file_name	commons_title	category	image_url	description_url	artist	license	credit
1155._Troms_Amt_Fjeld-Lapper_-_no-nb_digifoto_20160108_00260_bldsa_AL1155.jpg	File:1155. Tromsø Amt, Fjeld-Lapper - no-nb digifoto 20160108 00260 bldsa AL1155.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/2/29/1155._Troms%C3%B8_Amt%2C_Fjeld-Lapper_-_no-nb_digifoto_20160108_00260_bldsa_AL1155.jpg	https://commons.wikimedia.org/wiki/File:1155._Troms%C3%B8_Amt,_Fjeld-Lapper_-_no-nb_digifoto_20160108_00260_bldsa_AL1155.jpg	Axel Lindahl	Public domain	National Library of Norway\n
1157._Troms_Amt_Fjeld-Lapper_-_no-nb_digifoto_20160108_00261_bldsa_AL1157.jpg	File:1157. Tromsø Amt, Fjeld-Lapper - no-nb digifoto 20160108 00261 bldsa AL1157.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/9/9f/1157._Troms%C3%B8_Amt%2C_Fjeld-Lapper_-_no-nb_digifoto_20160108_00261_bldsa_AL1157.jpg	https://commons.wikimedia.org/wiki/File:1157._Troms%C3%B8_Amt,_Fjeld-Lapper_-_no-nb_digifoto_20160108_00261_bldsa_AL1157.jpg	Axel Lindahl	Public domain	National Library of Norway\n
20171125_MEK_015.jpg	File:20171125 MEK 015.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/b/b0/20171125_MEK_015.jpg	https://commons.wikimedia.org/wiki/File:20171125_MEK_015.jpg	Holger Plickert (WMDE)	CC BY-SA 4.0	Own work
A_man_holds_a_reindeer_with_a_sled._Winter_Finnmarksvidda.jpg	File:A man holds a reindeer with a sled. Winter, Finnmarksvidda.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/d/d3/A_man_holds_a_reindeer_with_a_sled._Winter%2C_Finnmarksvidda.jpg	https://commons.wikimedia.org/wiki/File:A_man_holds_a_reindeer_with_a_sled._Winter,_Finnmarksvidda.jpg	Elisabeth Meyer / Preus Museum\n	CC BY 2.0	https://www.flickr.com/photos/preusmuseum/7194462410/
A_man_with_two_reindeer_Winter_Finnmarksvidda..jpg	File:A man with two reindeer, Winter, Finnmarksvidda..jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/2/21/A_man_with_two_reindeer%2C_Winter%2C_Finnmarksvidda..jpg	https://commons.wikimedia.org/wiki/File:A_man_with_two_reindeer,_Winter,_Finnmarksvidda..jpg	Preus museum	CC BY 2.0	https://www.flickr.com/photos/preusmuseum/7194460516/
Bundesarchiv_N_1572_Bild-1925-097_Polarfahrt_Dampfer_M_nchen_Renntierherde.jpg	File:Bundesarchiv N 1572 Bild-1925-097, Polarfahrt Dampfer "München", Renntierherde.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/9/9e/Bundesarchiv_N_1572_Bild-1925-097%2C_Polarfahrt_Dampfer_%22M%C3%BCnchen%22%2C_Renntierherde.jpg	https://commons.wikimedia.org/wiki/File:Bundesarchiv_N_1572_Bild-1925-097,_Polarfahrt_Dampfer_%22M%C3%BCnchen%22,_Renntierherde.jpg	\nFleischhut, Richard	CC BY-SA 3.0 de	\n\n\n\nThis image was provided to Wikimedia Commons by the German Federal Archive (Deutsches Bundesarchiv) as part of a cooperation project. The German Federal Archive guarantees an authentic representation only using the originals (negative and/or positive), resp. the digitalization of the originals as provided by the Digital Image Archive.\n
Dr_ktdockor_skulpterade_av_C_A_S_derman._Tv_m_n_i_samiska_dr_kter_vid_ren_och_ackja_-_Nordiska_Museet_-_NMA.0056887.jpg	File:Dräktdockor skulpterade av C A Söderman. Två män i samiska dräkter vid ren och ackja - Nordiska Museet - NMA.0056887.jpg	Category:Sami people with reindeer	https://upload.wikimedia.org/wikipedia/commons/3/33/Dr%C3%A4ktdockor_skulpterade_av_C_A_S%C3%B6derman._Tv%C3%A5_m%C3%A4n_i_samiska_dr%C3%A4kter_vid_ren_och_ackja_-_Nordiska_Museet_-_NMA.0056887.jpg	https://commons.wikimedia.org/wiki/File:Dr%C3%A4ktdockor_skulpterade_av_C_A_S%C3%B6derman._Tv%C3%A5_m%C3%A4n_i_samiska_dr%C3%A4kter_vid_ren_och_ackja_-_Nordiska_Museet_-_NMA.0056887.jpg	\nA.W. Eurenius &amp; P.L. Quist SE/NM/7040;\n\n"	Public domain	This file was donated by Nordiska museet as part of the Europeana Fashion collaboration.
A_BEDOUIN_GIRL._.D1-054.jpg	File:A BEDOUIN GIRL. נערה בדואית.D1-054.jpg	Category:Bedouins in Palestine	https://upload.wikimedia.org/wikipedia/commons/4/4a/A_BEDOUIN_GIRL._%D7%A0%D7%A2%D7%A8%D7%94_%D7%91%D7%93%D7%95%D7%90%D7%99%D7%AA.D1-054.jpg	https://commons.wikimedia.org/wiki/File:A_BEDOUIN_GIRL._%D7%A0%D7%A2%D7%A8%D7%94_%D7%91%D7%93%D7%95%D7%90%D7%99%D7%AA.D1-054.jpg	Zoltan Kluger	Public domain	This is available from National Photo Collection of Israel, Photography dept. Government Press Office (link), under the digital ID D1-054.This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.
A_BEDOUIN_GIRL._.D814-002.jpg	File:A BEDOUIN GIRL. נערה בדואית.D814-002.jpg	Category:Bedouins in Palestine	https://upload.wikimedia.org/wikipedia/commons/2/27/A_BEDOUIN_GIRL._%D7%A0%D7%A2%D7%A8%D7%94_%D7%91%D7%93%D7%95%D7%90%D7%99%D7%AA.D814-002.jpg	https://commons.wikimedia.org/wiki/File:A_BEDOUIN_GIRL._%D7%A0%D7%A2%D7%A8%D7%94_%D7%91%D7%93%D7%95%D7%90%D7%99%D7%AA.D814-002.jpg	Zoltan Kluger	Public domain	This is available from National Photo Collection of Israel, Photography dept. Government Press Office (link), under the digital ID D814-002.This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.
A_Bedouin_shepherdess_of_Sharon._Spinning_yarn_as_she_goes_LOC_matpc.15654.jpg	File:A Bedouin shepherdess of Sharon. Spinning yarn as she goes LOC matpc.15654.jpg	Category:Bedouins in Palestine	https://upload.wikimedia.org/wikipedia/commons/b/bc/A_Bedouin_shepherdess_of_Sharon._Spinning_yarn_as_she_goes_LOC_matpc.15654.jpg	https://commons.wikimedia.org/wiki/File:A_Bedouin_shepherdess_of_Sharon._Spinning_yarn_as_she_goes_LOC_matpc.15654.jpg	Matson Collection	Public domain	Library of Congress\n\nCatalog: https://www.loc.gov/pictures/collection/matpc/item/mpc2010001151/PP\nOriginal url: https://hdl.loc.gov/loc.pnp/matpc.15654
A_desert_cistern-Negroid_woman_children_and_donkey_carrying_water_jars_LCCN98506103.jpg	File:A desert cistern-Negroid woman, children and donkey carrying water jars LCCN98506103.jpg	Category:Bedouins in Palestine	https://upload.wikimedia.org/wikipedia/commons/6/63/A_desert_cistern-Negroid_woman%2C_children_and_donkey_carrying_water_jars_LCCN98506103.jpg	https://commons.wikimedia.org/wiki/File:A_desert_cistern-Negroid_woman,_children_and_donkey_carrying_water_jars_LCCN98506103.jpg	Matson Collection	Public domain	Library of Congress\n\nCatalog: http://lccn.loc.gov/98506103\nImage download: http://cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20300/3c20343v.jpg\nOriginal url: https://www.loc.gov/pictures/item/98506103/
A_tribal_lunch_at_cavalry_post_at_Tel-el-Meleiha_20_miles_North_of_Beersheba_Jan._18_1940._A_group_of_Sheikhs_Inspector_Stevens_dining_together_LOC_matpc.19987.jpg	File:A tribal lunch at cavalry post at Tel-el-Meleiha, 20 miles North of Beersheba, Jan. 18, 1940. A group of Sheikhs & Inspector Stevens dining together LOC matpc.19987.jpg	Category:Bedouins in Palestine	https://upload.wikimedia.org/wikipedia/commons/1/11/A_tribal_lunch_at_cavalry_post_at_Tel-el-Meleiha%2C_20_miles_North_of_Beersheba%2C_Jan._18%2C_1940._A_group_of_Sheikhs_%26_Inspector_Stevens_dining_together_LOC_matpc.19987.jpg	https://commons.wikimedia.org/wiki/File:A_tribal_lunch_at_cavalry_post_at_Tel-el-Meleiha,_20_miles_North_of_Beersheba,_Jan._18,_1940._A_group_of_Sheikhs_%26_Inspector_Stevens_dining_together_LOC_matpc.19987.jpg	Matson Collection	Public domain	Library of Congress\n\nCatalog: https://www.loc.gov/pictures/collection/matpc/item/mpc2010005475/PP\nOriginal url: https://hdl.loc.gov/loc.pnp/matpc.19987
